SN,Polymer_SMILES,Solvent_SMILES,Activities,logD,liquid_density_solvent,MW_rdkit,log10MV,log10(mmol_solvent/g_Polymer)
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.818042904
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.776725463
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.675309758
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.802767805
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.656103679
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.735936229
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.624583808
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.774536597
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.635957665
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.873908162
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.698650218
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.741949736
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.565110455
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.717305074
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.59983683
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.601726643
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.495173682
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.614202281
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.456700961
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.435893753
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.400143721
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.550696774
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.424178893
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.559333337
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.408542836
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.712162579
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.270724538
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.547377577
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.299939426
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.431168431
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.425430851
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.457564416
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.30899354
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.159641821
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.167155346
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.302635584
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.067578333
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.052183935
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.202099239
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.340247166
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.137781505
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.0139171
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.004848373
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.289352767
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.238460002
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.09948502
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.047755056
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.096545829
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.163913153
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.09079845
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.196259604
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.053495664
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.20346696
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.250319347
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.104182377
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,0.247713694
783.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CO,1.0,-10.7112541,0.787,32.042,1.609744884,-0.117863326
784.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,CS(C)=O,1.0,-13.78033365,1.095,78.136,1.853437056,
785.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.004,-13.3205721,0.865,92.141,2.027436814,
786.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.007,-13.22475374,0.865,92.141,2.027436814,
787.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.02,-13.00174066,0.865,92.141,2.027436814,
788.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.03,-12.95860731,0.865,92.141,2.027436814,
789.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.032,-12.89619628,0.865,92.141,2.027436814,
790.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,0.048,-12.70774393,0.865,92.141,2.027436814,
791.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Cc1ccccc1,1.0,-12.48193385,0.865,92.141,2.027436814,
792.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Clc1ccccc1,1.0,-13.69552255,1.101,112.559,2.009592907,
793.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,O=C(Oc1ccccc1)c1ccccc1,1.0,-16.88605665,1.1,198.221,2.255756978,
794.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,O=C(c1ccccc1)c1ccccc1,1.0,-16.56863624,1.111,182.222,2.21488675,
795.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,OCc1ccccc1,1.0,-7.896196279,1.041,108.14,2.016535636,
796.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,Oc1ccccc1,1.0,-14.0021824,1.06,94.113,1.948343752,
797.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccc(C2CCCCC2)cc1,1.0,-18.06421353,0.939,160.26,2.232159546,
798.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccc(N=Nc2ccccc2)cc1,1.0,-16.67778071,1.203,182.226,2.180344715,
799.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.02,-13.1739252,0.873,78.114,1.951714634,-1.479427699
799.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.02,-13.1739252,0.873,78.114,1.951714634,-1.278064732
799.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.02,-13.1739252,0.873,78.114,1.951714634,-1.170730722
799.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.02,-13.1739252,0.873,78.114,1.951714634,-0.998193383
800.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.06,-12.76955108,0.873,78.114,1.951714634,-1.479427699
800.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.06,-12.76955108,0.873,78.114,1.951714634,-1.278064732
800.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.06,-12.76955108,0.873,78.114,1.951714634,-1.170730722
800.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.06,-12.76955108,0.873,78.114,1.951714634,-0.998193383
801.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.11,-12.69897,0.873,78.114,1.951714634,-1.479427699
801.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.11,-12.69897,0.873,78.114,1.951714634,-1.278064732
801.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.11,-12.69897,0.873,78.114,1.951714634,-1.170730722
801.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,0.11,-12.69897,0.873,78.114,1.951714634,-0.998193383
802.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,1.0,-12.88578674,0.873,78.114,1.951714634,-1.479427699
802.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,1.0,-12.88578674,0.873,78.114,1.951714634,-1.278064732
802.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,1.0,-12.88578674,0.873,78.114,1.951714634,-1.170730722
802.0,O=C(O[*])C1=CC=C(C(=O)OCC[*])C=C1,c1ccccc1,1.0,-12.88578674,0.873,78.114,1.951714634,-0.998193383
803.0,O=C([*])CCCCCN[*],Clc1ccccc1,1.0,-14.0,1.101,112.559,2.009592907,
804.0,O=C([*])CCCCCN[*],O=C(c1ccccc1)c1ccccc1,1.0,-13.85387196,1.111,182.222,2.21488675,
805.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Brc1ccccc1,1.0,-6.596879479,1.487,157.01,2.023616345,
806.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,C1CCCCC1,1.0,-7.286062282,0.773,84.162,2.036936553,0.362696003
807.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CC#N,1.0,-6.517126416,0.782,41.053,1.720138146,0.651504662
808.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCC,1.0,-6.86468387,0.656,86.178,2.118492571,-0.048915765
809.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCCC,1.0,-6.991399828,0.682,100.205,2.167105018,
810.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCCCC,1.0,-7.066006836,0.699,114.232,2.213310605,
811.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCCCCC,1.0,-7.149353765,0.7,128.259,2.26298981,
812.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCCCCCCCCC,1.0,-7.195860568,0.73,142.286,2.28983931,
813.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CCOC(C)=O,1.0,-6.568636236,0.894,88.106,1.993667966,0.759125316
814.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,CC[N+](=O)[O-],1.0,-6.653647026,1.043,75.067,1.857164752,0.790114575
815.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,COc1ccccc1,1.0,-6.522878745,0.99,108.14,2.038351171,
816.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,C[N+](=O)[O-],1.0,-6.677780705,1.129,61.04,1.732920583,0.694392418
817.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Cc1cc(C)cc(C)c1,1.0,-7.031517051,0.861,120.195,2.14488325,
818.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Cc1ccc(C)cc1,1.0,-6.882728704,0.858,106.168,2.092506348,
819.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Cc1ccccc1,1.0,-6.575118363,0.865,92.141,2.027436814,
820.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Clc1ccccc1,1.0,-6.332547047,1.101,112.559,2.009592907,
821.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,Clc1ccccc1Cl,1.0,-6.896196279,1.301,147.004,2.053051856,
822.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,O=[N+]([O-])c1ccccc1,1.0,-7.008773924,1.2,123.111,2.011115613,
823.0,O=C([*])NC1=CC=C(CC2=CC=C(NC(=O)OCCO[*])C=C2)C=C1,c1ccccc1,1.0,-6.572164722,0.873,78.114,1.951714634,
824.0,O=C1C2=CC3=C(C=C2C(=O)N1C1=CC=C([*])C=C1)C(=O)N(C1=CC=CC(OC2=CC=C(C4=CC=C(O[*])C=C4)C=C2)=C1)C3=O,CC(C)=O,1.0,-10.42945706,0.784,58.08,1.869710545,0.633913401
825.0,O=C1C2=CC3=C(C=C2C(=O)N1C1=CC=C([*])C=C1)C(=O)N(C1=CC=CC(OC2=CC=C(C4=CC=C(O[*])C=C4)C=C2)=C1)C3=O,Cc1ccccc1,1.0,-13.537602,0.865,92.141,2.027436814,-0.918251814
826.0,O=C1C2=CC3=C(C=C2C(=O)N1C1=CC=C([*])C=C1)C(=O)N(C1=CC=CC(OC2=CC=C(C4=CC=C(O[*])C=C4)C=C2)=C1)C3=O,ClC(Cl)C(Cl)Cl,1.0,-13.4436975,1.6,167.85,2.020801363,-1.07266505
827.0,O=C1C2=CC3=C(C=C2C(=O)N1C1=CC=C([*])C=C1)C(=O)N(C1=CC=CC(OC2=CC=C(C4=CC=C(O[*])C=C4)C=C2)=C1)C3=O,ClC(Cl)Cl,1.0,-9.823908741,1.48,119.378,1.906662583,1.099159685
828.0,O=C1C2=CC3=C(C=C2C(=O)N1C1=CC=C([*])C=C1)C(=O)N(C1=CC=CC(OC2=CC=C(C4=CC=C(O[*])C=C4)C=C2)=C1)C3=O,ClCCl,1.0,-10.25103714,1.318,84.933,1.809161054,0.948532476
829.0,O=C1C2=CC3=C(C=C2C(=O)N1[*])C(=O)N(C1=CC=C(OC2=CC=C([*])C=C2)C=C1)C3=O,CN1CCCC1=O,1.0,-10.48148606,1.033,99.133,1.982117928,
830.0,O=C1C2=CC=C(C(C3=CC=C4C(=O)N(C5=CC=C(OC6=CC=C([*])C=C6)C=C5)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C=C2C(=O)N1[*],CO,0.109848485,-9.15490196,0.787,32.042,1.609744884,
831.0,O=C1C2=CC=C(C(C3=CC=C4C(=O)N(C5=CC=C(OC6=CC=C([*])C=C6)C=C5)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C=C2C(=O)N1[*],CO,0.189393939,-9.045757491,0.787,32.042,1.609744884,
832.0,O=C1C2=CC=C(C(C3=CC=C4C(=O)N(C5=CC=C(OC6=CC=C([*])C=C6)C=C5)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C=C2C(=O)N1[*],CO,0.303030303,-9.0,0.787,32.042,1.609744884,
833.0,O=C1C2=CC=C(C(C3=CC=C4C(=O)N(C5=CC=C(OC6=CC=C([*])C=C6)C=C5)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C=C2C(=O)N1[*],CO,0.454545455,-8.920818754,0.787,32.042,1.609744884,
834.0,O=C1C2=CC=C(C(C3=CC=C4C(=O)N(C5=CC=C(OC6=CC=C([*])C=C6)C=C5)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C=C2C(=O)N1[*],CO,0.625,-8.886056648,0.787,32.042,1.609744884,
835.0,O=C1C2=CC=C(C(C3=CC=C4C(=O)N(C5=CC=C(OC6=CC=C([*])C=C6)C=C5)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C=C2C(=O)N1[*],CO,0.772727273,-9.0,0.787,32.042,1.609744884,
836.0,O=C1C2=CC=C(C(C3=CC=C4C(=O)N(C5=CC=C(OC6=CC=C([*])C=C6)C=C5)C(=O)C4=C3)(C(F)(F)F)C(F)(F)F)C=C2C(=O)N1[*],CO,0.946969697,-9.301029996,0.787,32.042,1.609744884,
837.0,O=C1OC([*])NC2=CC=C(CC3=CC=C4NC(C5=CC=C6C(=O)N(C7=CC=C(OC8=CC=C(N9C(=O)C%10=CC=C([*])C=C%10C9=O)C=C8)C=C7)C(=O)C6=C5)OC(=O)C4=C3)C=C12,CCO,1.0,-8.15490196,0.787,46.069,1.767434053,
838.0,O=C1OC([*])NC2=CC=C(CC3=CC=C4NC(C5=CC=C6C(=O)N(C7=CC=C(OC8=CC=C(N9C(=O)C%10=CC=C([*])C=C%10C9=O)C=C8)C=C7)C(=O)C6=C5)OC(=O)C4=C3)C=C12,CO,1.0,-7.698970004,0.787,32.042,1.609744884,
839.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.001764955,-8.064492734,0.621,72.151,2.065150755,-0.782324574
839.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.001764955,-8.064492734,0.621,72.151,2.065150755,-0.364638886
839.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.001764955,-8.064492734,0.621,72.151,2.065150755,-0.195289721
839.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.001764955,-8.064492734,0.621,72.151,2.065150755,-0.104117441
839.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.001764955,-8.064492734,0.621,72.151,2.065150755,-0.02375205
839.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.001764955,-8.064492734,0.621,72.151,2.065150755,0.062825555
839.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.001764955,-8.064492734,0.621,72.151,2.065150755,0.115537859
839.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.001764955,-8.064492734,0.621,72.151,2.065150755,0.157207253
840.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.009909839,-7.684029655,0.621,72.151,2.065150755,-0.782324574
840.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.009909839,-7.684029655,0.621,72.151,2.065150755,-0.364638886
840.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.009909839,-7.684029655,0.621,72.151,2.065150755,-0.195289721
840.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.009909839,-7.684029655,0.621,72.151,2.065150755,-0.104117441
840.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.009909839,-7.684029655,0.621,72.151,2.065150755,-0.02375205
840.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.009909839,-7.684029655,0.621,72.151,2.065150755,0.062825555
840.0,[*]C(C)=C(C(C)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(CCCC)=C(C(C)=C(C(C)=C([*])[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C,CCCCC,0.009909839,-7.684029655,0.621,72.151,2.065150755,0.115537859
